Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm

Segments
200
,,Mathew:HandOuter,,,,,,Mathew:LowerArm,,,,,,Mathew:Thumb,,,,,,Mathew:UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm

Trajectories
200
,,Mathew:shoulder,,,Mathew:shoulderElbowSupport,,,Mathew:elbow,,,Mathew:wrist,,,Mathew:elbowWrist,,,Mathew:Triangle1,,,Mathew:Triangle2,,,Mathew:ThumbTip,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
3100,0,-459.207,467.337,561.973,-445.122,453.343,473.694,-424.331,412.178,357.916,-270.241,506.069,134.706,-341.103,442.07,217.149,-239.634,478.636,62.2477,-288.74,568.288,67.4222,-260.333,594.098,20.4907
3101,0,-458.331,467.833,562.257,-444.421,454.114,474.093,-424.447,412.753,357.775,-270.753,505.885,133.849,-341.331,442.353,216.736,-239.837,478.532,62.0089,-288.792,568.42,67.0622,-259.894,593.978,20.0824
3102,0,-457.598,468.482,562.414,-444.043,454.972,474.204,-424.436,413.231,357.656,-271.124,505.907,133.37,-341.664,442.685,216.296,-240.256,478.157,61.5114,-288.874,568.695,66.5703,-259.827,594.133,20.1857
3103,0,-456.834,469.075,562.625,-444.563,455.412,473.73,-424.438,413.72,357.639,-271.384,505.835,132.85,-342.051,443.012,215.831,-240.75,477.95,61.1726,-289.243,568.695,65.8268,-259.642,594.398,19.9032
3104,0,-456.47,469.536,562.422,-444.745,456.046,473.433,-424.399,414.352,357.613,-271.949,505.562,131.945,-342.301,443.337,215.395,-241.417,477.696,60.2722,-289.517,568.678,65.2752,-259.697,594.468,19.2551
3105,0,-456.235,469.992,562.197,-444.627,456.703,473.37,-424.349,415.036,357.517,-272.366,505.532,131.176,-342.446,443.633,215.048,-242.066,477.621,59.5591,-289.263,569.06,65.496,-259.681,594.472,18.8551
3106,0,-455.771,470.541,562.102,-443.982,457.493,473.794,-424.25,415.811,357.394,-272.612,505.123,130.632,-342.565,443.896,214.843,-242.532,477.819,58.5519,-289.454,569.154,65.0001,-259.358,594.422,18.8712
3107,0,-455.331,471.219,562.087,-443.393,458.192,474.007,-424.162,416.417,357.304,-273.103,504.61,129.915,-342.765,444.291,214.345,-242.682,477.719,58.0337,-289.415,569.368,64.9118,-259.845,594.448,18.2451
3108,0,-454.558,471.999,562.4,-443.056,458.899,473.633,-424.018,416.963,357.299,-273.469,504.547,129.371,-342.925,444.631,214.074,-242.924,477.715,57.6273,-289.11,569.777,64.7188,-259.433,594.411,18.272
3109,0,-453.763,472.69,562.751,-443.114,459.356,473.213,-423.807,417.499,357.283,-273.712,504.589,128.668,-342.981,444.961,213.811,-243.338,477.691,57.2449,-289.677,569.607,63.7701,-258.648,594.317,18.2515
3110,0,-453.729,473.112,562.433,-442.721,459.939,473.422,-423.673,418.191,357.201,-273.996,504.63,128.235,-343.07,445.227,213.567,-243.874,477.691,56.7071,-290.27,569.286,62.9957,-258.449,594.53,18.765
3111,0,-453.489,473.711,562.403,-442.275,460.715,473.686,-423.468,418.984,357.214,-274.121,504.613,128.034,-343.225,445.522,213.439,-244.248,477.811,56.1667,-290.529,569.271,62.6837,-258.136,594.777,18.7487
3112,0,-452.884,474.3,562.586,-441.974,461.421,473.788,-423.294,419.685,357.208,-274.505,504.622,127.603,-343.284,445.836,213.135,-244.579,477.912,55.734,-290.421,569.521,62.6808,-257.963,594.85,18.6886
3113,0,-452.107,474.99,562.8,-441.642,462.105,473.805,-423.027,420.233,357.234,-274.702,504.659,127.21,-343.482,446.001,212.662,-244.845,477.892,55.4437,-290.29,569.725,62.8599,-257.869,595.033,18.4532
3114,0,-451.717,475.689,562.702,-441.352,462.803,473.618,-422.936,420.67,357.312,-274.963,504.673,126.767,-343.568,446.201,212.443,-244.796,477.91,55.2218,-290.179,569.975,62.9172,-258.008,595.261,18.1236
3115,0,-451.582,476.33,562.633,-440.973,462.894,473.688,-422.719,421.224,357.308,-275.057,504.79,126.549,-343.61,446.417,212.313,-245.108,478.012,55.0196,-290.193,570.23,62.943,-258.14,595.302,17.5142
3116,0,-451.65,476.796,562.572,-440.209,463.843,474.143,-422.511,421.938,357.221,-275.195,504.978,126.247,-343.7,446.754,212.141,-245.257,478.027,54.8976,-290.209,570.371,62.8447,-258.109,595.45,17.0862
3117,0,-451.279,477.25,562.737,-439.805,464.82,474.158,-422.261,422.755,357.196,-275.307,505.212,126.013,-343.676,447.283,212.258,-245.32,478.051,54.8572,-290.168,570.567,62.7324,-257.914,595.717,17.1415
3118,0,-450.818,477.84,562.893,-439.692,465.255,474.069,-422.109,423.372,357.277,-275.442,505.413,125.727,-343.697,447.699,212.222,-245.237,478.038,54.9323,-290.292,570.865,62.4069,-257.61,595.865,16.6155
3119,0,-450.01,478.659,563.261,-439.691,465.771,473.946,-421.97,423.805,357.326,-275.504,505.666,125.535,-343.723,448.119,212.147,-245.318,478.089,54.9945,-290.341,571.124,62.0728,-257.771,596.06,15.8062
3120,0,-449.546,479.482,563.287,-439.499,466.43,473.892,-421.756,424.29,357.554,-275.584,505.805,125.416,-343.477,448.791,211.874,-245.362,478.174,54.9906,-290.429,571.292,61.6402,-257.59,596.11,16.0771
3121,0,-449.221,480.114,563.266,-439.386,466.824,473.797,-421.543,424.855,357.851,-275.645,506.093,125.141,-343.698,449.006,212.006,-245.448,478.252,54.8862,-290.445,571.314,61.375,-257.343,596.496,16.5472
3122,0,-448.93,480.557,563.211,-438.898,467.908,473.728,-421.359,425.445,358.011,-275.7,506.343,124.987,-343.81,449.49,211.899,-245.56,478.52,54.8247,-290.492,571.502,61.2546,-257.038,596.839,16.8271
3123,0,-448.557,481.11,563.465,-438.239,468.769,474.197,-420.907,426.017,358.194,-275.673,506.516,124.761,-343.748,449.779,212.089,-245.723,478.648,54.8359,-290.555,571.74,61.3065,-256.93,597.237,17.137
3124,0,-448.081,481.763,563.666,-437.697,469.252,474.636,-420.676,426.669,358.409,-275.791,506.741,124.721,-343.606,450.006,211.948,-245.866,478.752,54.8344,-290.542,572.033,61.2976,-256.824,597.438,17.1411
3125,0,-447.176,482.669,564.09,-437.175,469.69,474.938,-420.42,427.183,358.611,-275.727,506.932,124.667,-343.546,450.449,211.988,-245.936,479.009,54.729,-290.453,572.275,61.375,-256.645,597.638,17.1302
3126,0,-446.111,482.694,564.738,-436.595,470.302,475.286,-420.18,427.684,358.753,-275.781,507.197,124.682,-343.497,450.805,212.118,-245.94,479.206,54.753,-290.489,572.532,61.3213,-256.543,597.79,17.0472
3127,0,-446.324,483.893,564.142,-435.723,471.201,475.79,-419.838,428.158,358.903,-275.727,507.348,124.682,-343.429,451.08,212.208,-246.024,479.486,54.8233,-290.303,572.833,61.2156,-256.83,598.071,16.8694
3128,0,-446.035,484.457,564.266,-435.804,471.916,475.76,-419.659,428.619,358.931,-275.626,507.428,124.593,-343.409,451.396,212.297,-246.167,479.641,54.76,-290.228,573.235,61.2714,-256.624,598.141,16.7011
3129,0,-445.589,485.215,564.639,-435.746,472.428,475.557,-419.532,429.228,359.053,-275.668,507.697,124.753,-343.391,451.737,212.402,-246.181,479.767,54.7488,-290.128,573.517,61.4197,-256.431,598.24,16.6155
3130,0,-445.292,486.077,564.686,-435.608,472.902,475.525,-419.467,429.762,359.139,-275.6,507.931,124.847,-343.33,452.094,212.541,-246.229,479.966,54.8029,-289.997,573.869,61.5587,-256.484,598.47,16.4283
3131,0,-445.053,486.841,564.527,-435.487,473.355,475.543,-419.377,430.251,359.372,-275.558,508.179,124.957,-343.332,452.421,212.555,-246.341,480.167,54.8167,-289.772,574.141,61.8292,-256.432,598.631,16.2836
3132,0,-444.711,487.616,564.625,-435.344,473.98,475.667,-419.287,430.762,359.744,-275.399,508.399,125.129,-343.284,452.733,212.638,-246.363,480.312,54.9215,-289.669,574.4,62.0355,-256.405,598.739,16.2929
3133,0,-443.974,488.12,565.156,-434.796,474.853,476.083,-419.13,431.232,360.084,-275.327,508.59,125.276,-343.348,453.073,212.834,-246.297,480.386,55.026,-289.537,574.674,62.2824,-256.396,598.97,16.2883
3134,0,-442.963,488.953,565.806,-434.386,475.722,476.424,-418.925,431.612,360.415,-275.182,508.849,125.525,-343.154,453.243,212.966,-246.321,480.509,55.1314,-289.36,574.876,62.3875,-256.298,599.133,16.2835
3135,0,-442.657,489.801,565.825,-433.976,476.384,476.767,-418.733,432.017,360.726,-275.066,509.15,125.708,-343.064,453.435,213.416,-246.254,480.617,55.3696,-289.267,574.963,62.5971,-256.272,599.293,16.1949
3136,0,-442.545,490.468,565.601,-433.636,476.864,476.946,-418.535,432.503,361.082,-274.927,509.411,125.897,-343.026,453.684,213.74,-246.109,480.745,55.6272,-288.902,575.106,63.2517,-256.226,599.406,16.2477
3137,0,-442.204,491.13,565.642,-433.204,477.383,477.317,-418.42,433.029,361.267,-274.802,509.59,126.172,-342.949,454.042,214.36,-245.812,480.971,56.1602,-288.653,575.24,63.7517,-256.089,599.427,16.2579
3138,0,-441.74,491.877,565.692,-432.899,477.943,477.554,-418.353,433.546,361.528,-274.709,509.771,126.469,-342.771,454.29,214.725,-245.832,481.133,56.4224,-288.501,575.473,63.9426,-256.048,599.507,16.3101
3139,0,-440.869,492.786,566.404,-433.046,478.788,477.646,-418.344,433.996,361.78,-274.655,509.964,126.674,-342.752,454.518,215.069,-245.685,481.256,56.8197,-288.354,575.559,63.9491,-255.988,599.661,16.3201
3140,0,-440.785,493.581,566.456,-432.943,479.559,477.487,-418.326,434.324,361.953,-274.549,510.194,126.907,-342.646,454.778,215.505,-245.571,481.397,57.1403,-288.341,575.82,63.5516,-255.895,599.804,16.2806
3141,0,-440.456,494.327,566.846,-432.953,480.209,477.591,-418.351,434.667,362.166,-274.432,510.334,127.192,-342.636,455.022,215.949,-245.443,481.571,57.3999,-288.343,575.972,63.4732,-255.868,599.942,16.2313
3142,0,-439.863,495.241,567.379,-432.687,480.463,478.012,-418.274,435.065,362.313,-274.239,510.564,127.412,-342.496,455.45,216.272,-245.428,481.647,57.6753,-288.062,575.881,64.1756,-255.839,600.038,16.3459
3143,0,-439.72,496.176,567.701,-432.305,481.064,478.641,-418.199,435.555,362.743,-274.095,510.768,127.813,-342.193,455.765,216.672,-245.331,481.808,57.9255,-287.687,576.148,64.8153,-255.627,599.979,16.2043
3144,0,-439.696,496.936,567.706,-431.525,481.869,479.014,-418.185,436.129,363.183,-273.797,510.993,128.186,-342.072,456.139,216.95,-245.228,481.975,58.109,-287.384,576.384,65.2618,-255.677,600.245,16.4129
3145,0,-439.533,497.716,567.728,-430.866,482.733,479.344,-417.904,436.705,363.792,-273.609,511.273,128.571,-341.986,456.499,217.168,-245.248,482.136,58.4225,-287.117,576.563,65.4962,-255.477,600.077,15.6727
3146,0,-439.2,498.615,567.934,-430.987,483.264,479.342,-417.832,437.222,364.279,-273.39,511.495,128.973,-341.942,456.893,217.354,-245.194,482.244,58.5813,-287.021,576.78,65.7532,-255.426,600.047,15.7135
3147,0,-438.582,499.581,568.483,-431.058,483.824,479.285,-417.835,437.691,364.819,-273.208,511.764,129.378,-341.824,457.195,217.577,-244.97,482.307,58.6449,-286.847,576.911,66.0904,-255.442,600.422,16.3105
3148,0,-438.584,500.292,568.404,-430.838,484.506,479.678,-417.727,438.109,365.197,-273.027,511.974,129.68,-341.582,457.52,217.963,-244.892,482.507,58.7141,-286.3,577.44,66.7291,-255.229,600.708,16.7438
3149,0,-438.239,501.189,568.699,-430.642,485.383,479.938,-417.6,438.534,365.43,-272.762,512.247,130.004,-341.344,458.079,218.65,-244.879,482.745,58.9638,-285.808,577.802,67.5296,-255.155,600.544,16.6026
3150,0,-437.61,502.343,569.158,-430.729,486.006,480.054,-417.457,439.08,365.758,-272.542,512.43,130.366,-341.095,458.359,219.081,-244.549,482.623,60.0176,-285.282,578.161,68.2385,-255.258,600.734,16.3917
3151,0,-437.456,503.287,569.253,-430.847,486.92,480.088,-417.364,439.752,366.133,-272.33,512.719,130.683,-340.99,458.599,219.442,-244.125,482.698,60.8225,-285.203,578.246,68.4534,-255.362,600.691,16.3852
3152,0,-437.369,504.054,569.322,-430.583,487.832,480.611,-417.207,440.386,366.492,-272.202,512.934,131.008,-340.849,458.817,219.862,-243.796,482.951,61.1574,-285.774,578.055,67.7602,-255.513,600.947,16.1928
3153,0,-437.132,504.961,569.499,-429.826,488.622,481.472,-416.951,441.009,366.928,-272.085,513.249,131.296,-340.68,459.085,220.279,-243.485,483.213,61.8462,-286.173,577.908,67.1759,-255.529,600.81,15.8958
3154,0,-436.616,506.07,569.877,-429.827,489.226,481.49,-416.677,441.519,367.387,-271.973,513.648,131.756,-340.605,459.373,220.514,-243.131,483.46,62.4416,-286.251,577.961,67.0735,-255.759,600.928,15.9779
3155,0,-436.297,507.025,570.17,-429.785,490.114,481.71,-416.457,442.064,367.875,-271.832,514.024,131.984,-340.399,459.916,221.081,-242.979,483.815,62.5416,-285.987,578.025,67.1093,-255.695,600.968,16.0024
3156,0,-435.87,507.904,570.457,-429.553,491.001,481.928,-416.533,442.608,368.308,-271.692,514.517,132.381,-340.151,460.479,221.538,-242.803,483.919,63.1199,-285.789,578.281,67.2788,-255.745,601.019,15.5875
3157,0,-435.122,509.152,570.866,-429.255,491.894,482.338,-416.49,443.259,368.488,-271.405,514.849,132.846,-339.963,460.929,221.901,-242.55,484.078,63.6873,-285.723,578.581,67.5045,-255.94,600.881,15.7286
3158,0,-434.913,510.201,570.981,-429.248,492.762,482.545,-416.246,444.146,368.772,-271.154,515.164,133.174,-339.784,461.417,222.167,-242.222,484.251,64.2352,-285.566,578.719,67.6919,-255.991,600.837,15.8729
3159,0,-434.877,510.988,570.929,-429.18,493.714,482.777,-416.016,444.94,369.234,-270.945,515.573,133.483,-339.59,462.048,222.7,-242.175,484.36,64.3612,-285.438,578.815,67.8217,-255.91,600.864,15.9491
3160,0,-434.53,511.977,571.01,-428.715,494.584,483.059,-415.655,445.547,369.681,-270.842,515.846,133.716,-339.427,462.668,223.074,-242.138,484.534,64.624,-284.999,579.201,68.2642,-255.9,601.201,15.7352
3161,0,-434.178,513.192,571.277,-427.82,495.785,483.79,-415.253,446.179,370.121,-270.793,516.103,133.879,-339.322,463.001,223.48,-242.106,484.834,64.8341,-284.543,579.588,68.8081,-255.884,601.063,15.7502
3162,0,-433.951,514.248,571.495,-427.795,496.378,483.766,-414.965,446.991,370.716,-270.712,516.493,134.082,-339.147,463.341,223.909,-242.096,485.036,64.876,-284.406,579.725,68.8046,-255.944,600.981,15.6855
3163,0,-433.367,515.328,572.02,-427.783,497.21,483.893,-414.877,447.882,371.042,-270.574,516.884,134.181,-339,463.92,224.268,-242.067,485.344,65.0776,-284.808,579.62,68.106,-255.952,601.086,15.6049
3164,0,-432.903,516.577,572.376,-427.268,498.353,484.406,-414.823,448.682,371.286,-270.456,517.237,134.341,-338.963,464.306,224.474,-241.939,485.522,65.3169,-285.051,579.497,67.6923,-255.936,601.122,15.4979
3165,0,-432.827,517.728,572.661,-427.033,499.624,484.565,-414.712,449.28,371.705,-270.41,517.611,134.548,-338.832,464.845,224.615,-241.785,485.703,65.7814,-285.007,579.652,67.6546,-255.805,601.117,15.4592
3166,0,-432.463,518.777,572.794,-427.074,500.335,484.504,-414.513,449.941,372.175,-270.477,518.071,134.771,-338.706,465.456,225.153,-241.647,485.989,66.1756,-284.799,579.902,67.7789,-255.724,601.112,15.5322
3167,0,-432.359,519.961,572.767,-426.866,501.4,484.895,-414.153,450.839,372.518,-270.376,518.412,134.961,-338.289,466.167,225.554,-241.605,486.254,66.4466,-284.625,580.086,67.8912,-255.945,601.396,14.7191
3168,0,-432.242,521.068,572.705,-426.056,502.847,485.774,-413.628,451.822,372.962,-270.339,518.711,135.078,-338.186,466.663,225.579,-241.558,486.619,66.6531,-284.48,580.346,67.9473,-255.981,601.326,14.6111
3169,0,-431.782,522.228,573.04,-426.086,503.685,485.883,-413.245,452.526,373.301,-270.233,519.326,135.415,-338.105,467.231,226.073,-241.426,486.965,67.0935,-284.265,580.596,67.8277,-256.067,601.313,14.4519
3170,0,-431.065,523.418,573.371,-426.062,504.421,485.849,-413.091,453.185,373.646,-269.94,519.808,135.834,-337.744,467.654,226.427,-241.25,487.205,67.4019,-284.099,580.921,67.81,-256.03,601.289,14.3893
3171,0,-430.757,524.544,573.435,-425.454,505.852,486.328,-413.056,454.052,373.962,-270.023,520.268,136.091,-337.529,468.187,226.697,-241.039,487.379,67.7911,-283.965,581.404,67.8425,-256.236,601.29,14.3129
3172,0,-430.059,525.91,573.853,-425.219,507.016,486.525,-412.946,455.05,374.256,-269.912,520.748,136.358,-337.522,468.84,226.899,-240.771,487.64,68.1672,-283.825,581.805,67.8995,-256.02,601.274,14.5097
3173,0,-429.875,526.964,573.913,-425.258,507.652,486.529,-412.744,456.009,374.475,-269.804,521.262,136.484,-337.546,469.474,227.022,-240.478,487.915,68.5608,-283.592,582.296,67.771,-255.969,601.29,14.5556
3174,0,-429.658,528.115,574.027,-424.762,508.744,486.678,-412.339,456.76,374.934,-269.56,521.74,136.492,-337.536,470.101,227.095,-240.427,488.297,68.7826,-283.528,582.604,67.7063,-255.852,601.277,14.6776
3175,0,-429.481,529.421,574.233,-424.533,510.052,486.856,-412.011,457.617,375.313,-269.574,522.337,136.718,-337.456,470.557,227.222,-240.502,488.677,68.9534,-283.61,582.917,67.6217,-255.888,601.293,14.6014
3176,0,-429.406,530.592,574.188,-424.84,510.933,486.859,-411.701,458.498,375.67,-269.537,522.81,136.826,-337.236,471.323,227.703,-240.51,489.008,68.9495,-283.61,583.204,67.5141,-255.808,601.089,15.2167
3177,0,-428.934,531.967,574.47,-424.371,512.005,487.181,-411.542,459.535,375.887,-269.554,523.273,136.875,-336.846,472.006,228.017,-240.549,489.386,68.937,-283.542,583.441,67.4896,-255.713,601.068,15.5462
3178,0,-428.541,533.335,574.871,-423.438,513.473,487.969,-411.399,460.313,376.174,-269.488,523.701,136.925,-336.572,472.804,228.236,-240.503,489.633,69.061,-283.386,583.716,67.2804,-255.603,601.108,15.4887
3179,0,-428.483,534.292,574.904,-423.663,514.414,488.093,-411.222,461.274,376.416,-269.387,524.166,137.014,-336.401,473.572,228.419,-240.491,489.97,69.1907,-283.473,584.151,66.527,-255.678,601.151,15.134
3180,0,-428.017,535.851,575.167,-423.514,515.461,488.369,-411.095,462.396,376.7,-269.343,524.65,137.202,-336.146,474.429,228.752,-240.284,490.039,69.8506,-283.518,584.453,66.2386,-255.744,600.943,15.2176
3181,0,-427.646,536.997,575.197,-423.357,516.79,488.457,-410.912,463.404,376.944,-269.301,525.323,137.327,-335.906,475.075,229.261,-240.057,490.379,70.3342,-283.426,584.798,66.1966,-255.394,600.6,15.7071
3182,0,-427.264,538.158,575.372,-423.422,518.063,488.814,-410.705,464.271,377.378,-269.297,525.993,137.519,-335.806,475.704,229.599,-239.922,490.747,70.6996,-282.998,585.092,66.4754,-255.446,600.819,15.7415
3183,0,-427.141,539.42,575.37,-423.126,519.078,489.089,-410.441,465.219,377.66,-269.255,526.679,137.687,-335.819,476.433,229.942,-239.883,491.106,70.9665,-282.777,585.569,66.5284,-255.585,600.795,15.6087
3184,0,-427.126,540.574,575.34,-422.68,520.137,489.225,-410.03,466.259,378.012,-269.262,527.274,137.863,-335.743,477.286,230.099,-239.676,491.452,71.6489,-282.701,586.041,66.4398,-255.648,600.634,15.5144
3185,0,-426.716,541.755,575.713,-422.636,521.285,489.192,-409.815,467.278,378.496,-269.352,527.93,137.885,-335.592,478.145,230.191,-239.612,491.968,72.1958,-282.937,586.337,66.7694,-255.801,600.409,16.012
3186,0,-426.264,543.334,576.077,-422.371,522.398,489.348,-409.595,468.319,378.764,-269.324,528.498,138.135,-335.236,478.878,230.29,-239.628,492.517,72.2373,-282.792,586.997,66.4939,-255.73,600.37,15.7756
3187,0,-426.081,544.324,576.343,-421.655,523.512,490.045,-409.46,469.526,379.009,-269.119,529.172,138.413,-335.036,479.576,230.497,-239.602,493.097,72.198,-282.58,587.734,66.3036,-255.735,600.229,15.6653
3188,0,-425.747,545.694,576.738,-421.954,524.485,489.805,-409.245,470.561,379.37,-269.076,530.009,138.439,-334.833,480.347,230.946,-239.656,493.603,72.2406,-282.489,588.411,65.9058,-255.745,600.079,15.7071
3189,0,-425.83,546.944,576.791,-421.975,525.833,489.786,-409.084,471.485,379.613,-269.084,530.813,138.451,-334.829,481.275,231.055,-239.796,494.132,72.2613,-282.533,588.906,65.6649,-255.762,600.135,15.418
3190,0,-425.58,548.071,576.875,-421.53,527.073,490.274,-408.842,472.615,379.855,-269.108,531.348,138.296,-334.83,482.136,231.204,-239.989,494.674,72.3456,-282.448,589.481,65.7306,-255.771,599.966,15.5912
3191,0,-425.283,549.276,576.89,-421.481,528.031,490.523,-408.586,473.703,380.123,-269.191,531.976,138.08,-334.861,482.815,231.179,-240.05,495.242,72.0432,-282.491,590.211,65.7869,-255.803,599.929,15.8009
3192,0,-425.134,550.557,576.851,-421.149,529.339,490.787,-408.155,474.67,380.581,-269.224,532.45,138.172,-334.878,483.743,231.498,-240.317,495.641,72.0076,-282.501,590.789,65.778,-255.793,599.962,15.8218
3193,0,-424.965,551.722,576.978,-421.164,530.491,490.789,-407.807,475.805,380.808,-269.206,533.073,138.104,-334.878,484.792,231.848,-240.564,496.218,72.1698,-282.379,591.328,65.5832,-255.86,599.988,15.689
3194,0,-424.425,552.997,577.461,-421.328,531.487,490.729,-407.574,476.914,381.018,-269.298,533.767,137.922,-334.852,485.76,232.103,-240.791,496.658,72.1419,-282.454,592.315,65.5151,-255.931,600.051,15.645
3195,0,-424.305,554.262,577.475,-420.841,532.906,491.166,-407.46,477.876,381.355,-269.332,534.454,137.852,-334.676,486.624,232.063,-241.166,497.215,72.1063,-282.426,593.176,65.5623,-255.906,600.088,15.5219
3196,0,-423.607,555.687,578.3,-420.181,533.85,491.328,-407.297,478.824,381.701,-269.281,534.908,137.991,-334.655,487.396,232.122,-241.462,497.638,72.1235,-282.444,593.795,65.6137,-255.844,600.168,15.5278
3197,0,-423.37,556.969,578.318,-420.263,535.002,491.354,-407.126,480.048,381.849,-269.274,535.502,137.964,-334.657,488.253,232.271,-241.781,498.191,72.1614,-283.188,593.974,64.669,-255.342,599.819,16.0499
3198,0,-423.176,558.28,578.428,-419.802,536.641,491.735,-406.783,481.208,382.227,-269.359,535.993,137.932,-334.448,489.04,232.512,-242.246,498.81,72.207,-283.369,594.206,64.3091,-255.204,599.836,16.1965
3199,0,-423.229,559.456,578.511,-419.645,537.752,492.036,-406.551,482.167,382.566,-269.393,536.465,137.98,-334.555,489.848,232.529,-242.665,499.315,72.0441,-282.439,595.911,65.3348,-254.839,599.881,16.189
3200,0,-423.273,560.617,578.436,-419.488,538.748,492.393,-406.238,483.337,382.966,-269.472,537.144,137.968,-334.675,490.716,232.522,-243.032,499.749,71.8907,-282.267,596.866,65.5997,-254.561,601.471,16.3445
3201,0,-423.022,561.959,578.414,-419.163,540.295,492.542,-406.111,484.509,383.137,-269.513,537.926,137.976,-334.629,491.215,232.473,-243.466,500.3,71.7901,-282.265,597.385,65.5284,-254.207,601.156,16.4359
3202,0,-422.435,563.248,578.693,-419.121,541.385,492.449,-405.909,485.369,383.46,-269.532,538.604,138.172,-334.689,492.304,232.892,-243.7,500.898,71.6066,-282.32,598.047,65.2988,-254.393,601.702,16.3377
3203,0,-422.549,564.4,578.655,-418.472,542.546,492.89,-405.754,486.483,383.689,-269.535,539.292,138.286,-334.561,493.33,233.242,-243.54,501.531,71.8754,-282.24,598.622,64.8883,-255.084,601.823,16.3495
3204,0,-422.049,565.871,579.361,-418.344,543.834,492.956,-405.616,487.694,383.686,-269.565,539.918,138.373,-334.639,494.386,233.668,-243.549,502.198,71.8341,-281.188,598.63,65.9919,-255.015,601.977,16.0124
3205,0,-421.844,566.929,579.663,-418.594,544.672,492.564,-405.475,488.653,383.956,-269.48,540.605,138.533,-334.6,495.145,233.829,-243.633,502.802,71.6612,-283,600.58,64.7089,-254.885,602.092,15.6496
3206,0,-421.81,568.208,579.878,-418.711,545.634,492.334,-405.336,489.727,384.132,-269.463,541.386,138.605,-334.627,496.034,233.68,-243.792,503.307,71.6539,-283.472,601.011,64.169,-254.91,602.013,15.7332
3207,0,-421.75,569.539,579.954,-417.918,547.157,493.24,-405.205,490.965,384.593,-269.513,542.222,138.591,-334.533,497.021,233.738,-244.056,503.815,71.8708,-283.303,601.331,64.1968,-254.92,602.058,15.75
3208,0,-421.607,570.616,580.049,-417.472,548.358,493.727,-405.115,491.943,384.872,-269.566,542.897,138.632,-334.496,498.089,234.158,-244.091,504.424,72.4531,-283.249,601.538,63.8803,-254.931,602.102,15.7747
3209,0,-421.317,571.849,580.162,-417.479,549.267,493.956,-404.863,492.878,385.072,-269.573,543.376,138.789,-334.535,498.666,234.264,-244.472,504.883,72.1989,-283.123,601.854,63.5788,-254.945,602.169,15.7506
3210,0,-421.186,573.021,580.111,-417.263,550.602,494.368,-404.65,494.001,385.335,-269.584,543.919,138.872,-334.816,499.25,234.098,-244.759,505.334,72.1897,-282.37,602.847,64.3778,-254.844,602.203,15.7545
3211,0,-421.313,573.931,580.112,-417.553,551.633,494.122,-404.498,495.197,385.485,-269.555,544.494,138.939,-334.951,500.025,234.032,-244.958,505.847,72.2151,-282.146,603.89,64.5614,-254.77,602.256,15.6872
3212,0,-421.24,575.242,580.183,-417.606,552.601,494.219,-404.478,496.022,385.674,-269.54,545.124,139.084,-334.934,501,234.204,-245.134,506.388,72.502,-282.089,604.623,64.683,-254.789,602.23,15.5085
3213,0,-420.776,576.586,580.534,-417.272,553.835,494.561,-404.412,496.968,385.861,-269.482,545.737,139.238,-334.717,502.012,234.625,-245.36,506.896,72.5757,-281.893,605.218,64.7073,-254.7,602.853,15.5333
3214,0,-420.793,577.48,580.707,-416.566,554.917,494.973,-404.41,498.081,385.989,-269.424,546.224,139.142,-334.756,502.697,234.771,-245.615,507.453,72.3678,-281.542,605.918,64.7985,-254.611,603.072,15.5712
3215,0,-420.564,578.747,581.045,-416.762,555.75,494.879,-404.337,499.051,386.237,-269.436,546.606,139.095,-334.584,503.398,235.183,-245.853,507.914,72.3466,-281.155,606.508,64.9414,-254.512,603.216,15.548
3216,0,-420.37,580.026,581.379,-417.095,556.944,494.543,-404.332,499.801,386.452,-269.46,546.93,139.165,-334.44,504.199,235.423,-245.849,508.194,72.4786,-280.797,607.033,65.0598,-254.333,603.321,15.4368
3217,0,-420.398,580.936,581.599,-417.124,557.923,494.842,-404.244,500.704,386.714,-269.414,547.224,139.289,-334.383,504.928,235.504,-246.312,508.658,72.5463,-280.433,607.689,65.1522,-254.291,603.648,15.0676
3218,0,-420.149,582.032,581.782,-417.058,558.955,495.298,-404.075,501.65,386.984,-269.375,547.619,139.323,-334.352,505.728,235.647,-246.835,509.2,72.5287,-279.79,608.47,64.9861,-254.223,603.836,14.9151
